TrainingDataset	HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	EnsemblGeneID	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	MCARTA2.0_score	MCARTA2_FDR	MCARTA2_LIST	MCARTA2_EVIDENCE	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_PrimarySubcellularLocalization_2015
Tpossible_mito	64757	66112	MARC1	MOSC1|Q5VT66	mitochondrial amidoxime reducing component 1	ENSG00000186205	337	5	MitoDomain	2		NoMitoHomolog	NoHomolog	50-75ambig	7.6214	0.027	1	"mito protein domain+, MS/MS"	chr1	220960038	220987741	13	19	277	1.41E+10	56	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.4	7.5	8.2	6.9	9.3	9.7		7.7	9.5	9.3	8.6	7.4	8.7	8.7	"Mitochondria (APE, Uncertain)"
Tpossible_mito	139341	72018	FUNDC1	Q8IVP5	FUN14 domain containing 1	ENSG00000069509	155		MitoDomain	3		HomologMitoHighConf	NoHomolog	0-25pure	7.6199	0.027	1	"yeast mito homolog, mito protein domain+, MS/MS"	chrX	44382884	44402221	10	3	71	1.40E+09	23	"cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, testis"	8.4	8.4	8.6	8.1	7.9			7.5	8		8	7.5		7.6	
Tpossible_mito	2180	14081	ACSL1	ACS1|FACL1|FACL2|LACS|LACS1|LACS2|P33121	acyl-CoA synthetase long-chain family member 1	ENSG00000151726	698		SharedDomain	22		HomologMitoLowConf	Homolog	50-75crude	7.5981	0.027	1	"Rickettsial homolog, mito protein domain, coexpression"	chr4	185676748	185747268	14	58	1442	9.41E+10	75	all 14	8.6	8.4	8.6	8.6	9.6	10.4	10.2	10.2	10.4	8.3	8.3	9.7	7.5	7.9	"Nucleus (APE, Supportive)"
Tmito	116228	66359	COX20	FAM36A|Q5RI15	COX20 cytochrome C oxidase assembly factor	ENSG00000203667	118		NA	NA		OrthologMitoHighConf	NoHomolog	50-75ambig	7.5827	0.027	1	"literature, APEX_IMS, GFP, yeast mito homolog++, MS/MS"	chr1	244998638	245008359	14	6	203	3.79E+09	56	all 14	8.4	8.3	8.5	8.1	8.5	8.4	8.3	7.7	8.1	8.4	8.8	8.6	8.6	8.4	"Mitochondria (APE, Supportive)"
Tmito	83693	72552	HSDL1	SDR12C3|Q3SXM5	hydroxysteroid dehydrogenase like 1	ENSG00000103160	330		SharedDomain	2		NoMitoHomolog	Homolog	50-75pure	7.5122	0.027	1	"GFP, Rickettsial homolog, mito protein domain, MS/MS++"	chr16	84155743	84178800	10	21	146	3.57E+09	65	"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.7	8.3	8.6	8.7					8	7.4	8.2	7.8	8.9	8.9	
Tnon_mito	874	109857	CBR3	HEL-S-25|SDR21C2|hCBR3|O75828	carbonyl reductase 3	ENSG00000159231	277	2	SharedDomain	0		NoMitoHomolog	Homolog	25-50ambig	7.4373	0.027	1	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	chr21	37507262	37518860	6	7	15	1.14E+08	34	"cerebrum, spinalcord, adipose, smallintestine, largeintestine, stomach"	6.5			6.8					7.2	7.5	7.6	7.3			"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tmito	130916	69821	MTERFD2	MTERF4|Q7Z6M4	MTERF domain containing 2	ENSG00000122085	381	3	MitoDomain	10	0.37	NoMitoHomolog	NoHomolog		7.4107	0.028	1	"APEX_matrix, targetP signal, mito protein domain+, coexpression"	chr2	242034980	242041747																					"Cytoplasm;Mitochondria (APE, Supportive)"
Tmito	390916	110959	NUDT19	RP2|A8MXV4	nudix (nucleoside diphosphate linked moiety X)-type motif 19	ENSG00000213965	375	2	SharedDomain	3	3.43	NoMitoHomolog	NoHomolog	50-75crude	7.4095	0.028	1	"APEX_matrix, targetP signal, mito protein domain, induction"	chr19	33182866	33204702	4	25	125	3.18E+10	74	"kidney, liver, largeintestine, placenta"					10.5	8.2					7.7		6.9		"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	50865	15199	HEBP1	HBP|HEBP|Q9NRV9	heme binding protein 1	ENSG00000013583	189		SharedDomain	7		NoMitoHomolog	NoHomolog	50-75pure	7.3937	0.027	1	"APEX_IMS, mito protein domain, coexpression, MS/MS++"	chr12	13127798	13153243	5	11	70	2.02E+09	73	"cerebrum, cerebellum, liver, adipose, placenta"	8.4	7.7				8.2			9.2				8.1		
Tmito	114971	66461	PTPMT1	DUSP23|MOSP|PLIP|Q8WUK0	"protein tyrosine phosphatase, mitochondrial 1"	ENSG00000110536	201		SharedDomain	8		NoMitoHomolog	NoHomolog	50-75pure	7.3937	0.027	1	"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++"	chr11	47586981	47595013	14	17	294	6.40E+09	64	all 14	8.9	8.7	9.1	8.6	8.6	8.6	7.3	8	8.6	8.6	8.9	8.2	8.6	8.7	"Mitochondria (APE, Supportive)"
Tmito	192111	72542	PGAM5	BXLBV68|Q96HS1	phosphoglycerate mutase family member 5	ENSG00000247077	289		SharedDomain	6		NoMitoHomolog	NoHomolog	50-75pure	7.3937	0.027	1	"APEX_IMS, mito protein domain, coexpression, MS/MS++"	chr12	133287392	133299323	9	20	134	5.67E+09	70	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis"	8.6	8.3	8	8				6.9	8.5		7.8		9.4	9.3	"Mitochondria (APE, Supportive)"
Tpossible_mito	1841	21915	DTYMK	CDC8|PP3731|TMPK|TYMK|P23919	deoxythymidylate kinase (thymidylate kinase)	ENSG00000168393	212	5	NA	1		NoMitoHomolog	Ortholog	75-100ambig	7.3701	0.027	1	"Rickettsial homolog, MS/MS+"	chr2	242615156	242626383	12	19	262	4.98E+09	85	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	9	8.7	8.8	8.5		8.1	7.1		8.7	7.5	8.7	7.6	8.8	8.9	"Mitochondria (APE, Uncertain)"
Tmito	3735	85305	KARS	CMTRIB|DFNB89|KARS1|KARS2|KRS|Q15046	lysyl-tRNA synthetase	ENSG00000065427	625	2	SharedDomain	5		NoMitoHomolog	Homolog	0-25ambig	7.3221	0.027	1	"literature, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	chr16	75661621	75681585	10	16	56	4.53E+08	23	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	8.2	7	7.2	7.5				7.2	7.4		7.9	6.6	7.4	7.8	"Cytoplasm (APE, Supportive)"
Tmito	6770	20845	STAR	STARD1|P49675	steroidogenic acute regulatory protein	ENSG00000147465	285	2	SharedDomain	8		NoMitoHomolog	NoHomolog	25-50ambig	7.3188	0.027	1	"literature, targetP signal, mito protein domain, coexpression, MS/MS"	chr8	38000217	38008600	1	7	8	3.26E+08	33	testis														8.5	
Tmito	131118	67713	DNAJC19	PAM18|TIM14|TIMM14|Q96DA6	"DnaJ (Hsp40) homolog, subfamily C, member 19"	ENSG00000205981	116		SharedDomain	NA		HomologMitoLowConf	NoHomolog	75-100pure	7.311	0.027	1	"literature, APEX_matrix, mito protein domain, MS/MS++"	chr3	180701497	180707562	14	14	351	4.19E+09	93	all 14	8.5	8.2	8.5	8.2	8.8	8.6	7.5	7.6	8.7	8.6	8.6	8	8.7	8.6	
Tnon_mito	3145	15288	HMBS	PBG-D|PBGD|PORC|UPS|P08397	hydroxymethylbilane synthase	ENSG00000256269	361	3	NA	5	0.63	NoMitoHomolog	Ortholog		7.258	0.027	1	"targetP signal, Rickettsial homolog, induction, coexpression"	chr11	118955586	118964259																					"Vesicles (APE, Uncertain)"
Tmito	5009	18416	OTC	OCTD|P00480	ornithine carbamoyltransferase	ENSG00000036473	354	2	SharedDomain	4		NoMitoHomolog	NoHomolog	75-100ambig	7.1641	0.028	1	"literature, targetP signal, mito protein domain, MS/MS+"	chrX	38211735	38280703	10	34	911	1.29E+11	89	"cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"		8		7.5	9.8	10.9		9.3	7.8	10.4	9.7	9.1	8.4		"Mitochondria (APE, Supportive)"
Tmito	9167	20463	COX7A2L	COX7AR|COX7RP|EB1|SIG81|O14548	cytochrome c oxidase subunit VIIa polypeptide 2 like	ENSG00000115944	114		MitoDomain	4		NoMitoHomolog	NoHomolog	75-100ambig	7.1222	0.028	1	"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS+"	chr2	42577644	42588356	14	9	154	2.43E+09	91	all 14	8.5	8.1	8.5	8.3	8	8.3	7.8	6.9	8.1	8.2	8.3	8.1	8.6	7.9	"Nucleus but not nucleoli;Plasma membrane;Mitochondria (APE, Uncertain)"
Tmito	51001	66410	MTERFD1	mTERF3|Q96E29	MTERF domain containing 1	ENSG00000156469	417	2	MitoDomain	5		NoMitoHomolog	NoHomolog		7.1079	0.028	1	"literature, APEX_matrix, GFP, targetP signal, mito protein domain+, coexpression"	chr8	97251625	97273841																					"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tpossible_mito	118980	94279	SFXN2	Q96NB2	sideroflexin 2	ENSG00000156398	322		MitoDomain	8		HomologMitoLowConf	NoHomolog	50-75crude	7.053	0.028	1	"mito protein domain+, coexpression"	chr10	104474297	104498946	7	18	79	1.07E+09	60	"kidney, liver, adipose, largeintestine, stomach, placenta, testis"					8.2	8.6			8		7.6	8	7.9	8.2	"Mitochondria (APE, Uncertain)"
Tpossible_mito	2194	14104	FASN	FAS|OA-519|SDR27X1|P49327	fatty acid synthase	ENSG00000169710	2511		SharedDomain	11	-0.59	HomologMitoLowConf	Homolog	50-75crude	7.0321	0.028	1	"Rickettsial homolog, mito protein domain, coexpression"	chr17	80036213	80056106	11	136	455	5.35E+09	67	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis"	7.5	8	9	7.5		8		7.2	9.4	6.6		6.3	8	9.2	"Cytoplasm (APE, Supportive)"
Tmito	65018	68943	PINK1	BRPK|PARK6|Q9BXM7	PTEN induced putative kinase 1	ENSG00000158828	581	1	SharedDomain	20		NoMitoHomolog	NoHomolog		6.985	0.028	1	"literature, targetP signal+, mito protein domain, coexpression"	chr1	20959947	20978004																					
Tnon_mito	80775	66343	TMEM177	Q53S58	transmembrane protein 177	ENSG00000144120	311	2	NA	19		NoMitoHomolog	NoHomolog	25-50ambig	6.9732	0.028	1	"targetP signal, coexpression, MS/MS"	chr2	120436742	120439694	5	8	16	2.82E+08	31	"cerebrum, adipose, stomach, placenta, testis"	7.5								7.8			6.9	7.4	8.2	
Tmito	7296	50493	TXNRD1	GRIM-12|TR|TR1|TRXR1|TXNR|Q16881	thioredoxin reductase 1	ENSG00000198431	649		SharedDomain	5		HomologMitoLowConf	Homolog	25-50ambig	6.9481	0.029	1	"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	chr12	104609556	104744085	4	14	30	4.55E+08	36	"skeletalmuscle, smallintestine, placenta, testis"								7.2		8.5			7.6	7.8	"Nucleus (APE, Supportive)"
Tmito	79896	208967	THNSL1	TSH1|Q8IYQ7	threonine synthase-like 1 (S. cerevisiae)	ENSG00000185875	743	4	SharedDomain	3		NoMitoHomolog	NoHomolog	50-75pure	6.9426	0.029	1	"APEX_matrix, mito protein domain, MS/MS++"	chr10	25305507	25315593	9	36	257	5.28E+09	54	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis"	8.9	8.6	8.8	8.9				7.6	7.9		7.7	7.2		9.4	"Nucleus (APE, Supportive)"
Tnon_mito	2542	14385	SLC37A4	G6PT1|G6PT2|G6PT3|GSD1b|GSD1c|GSD1d|TRG-19|TRG19|O43826	"solute carrier family 37 (glucose-6-phosphate transporter), member 4"	ENSG00000137700	451	3	SharedDomain	12		NoMitoHomolog	Homolog	0-25ambig	6.9399	0.029	1	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	chr11	118895060	118901616	1	4	7	3.06E+07	9	liver						7.5									"Mitochondria (APE, Uncertain)"
Tpossible_mito	2224	110196	FDPS	FPPS|FPS|P14324	farnesyl diphosphate synthase	ENSG00000160752	419	2	SharedDomain	NA		NoMitoHomolog	NoHomolog	25-50pure	6.8633	0.03	1	"targetP signal, mito protein domain, MS/MS+"	chr1	155278538	155290457	5	10	28	3.87E+08	37	"liver, adipose, smallintestine, largeintestine, placenta"						7.9			7.1	7.5	7.7		8.3		"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tpossible_mito	3422	319554	IDI1	IPP1|IPPI1|Q13907	isopentenyl-diphosphate delta isomerase 1	ENSG00000067064	284	2	SharedDomain	NA		NoMitoHomolog	NoHomolog	25-50pure	6.8633	0.03	1	"targetP signal, mito protein domain, MS/MS+"	chr10	1085963	1095061	12	14	99	1.95E+09	45	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.4	8.4	8.6	8.2	8.4	7.8			8	7.7	7.9	7.2	8.3	8.4	"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	7156	21975	TOP3A	TOP3|Q13472	topoisomerase (DNA) III alpha	ENSG00000177302	1001	1	SharedDomain	2		NoMitoHomolog	Homolog	0-25ambig	6.7725	0.03	1	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain"	chr17	18177234	18218321	1	2	3	2.68E+07	4	testis														7.4	"Nucleus;Cytoplasm (APE, Uncertain)"
Tmito	94033	67634	FTMT	MTF|Q8N4E7	ferritin mitochondrial	ENSG00000181867	242	1	SharedDomain	2		NoMitoHomolog	NoHomolog	25-50ambig	6.7693	0.03	1	"literature, targetP signal+, mito protein domain, MS/MS"	chr5	121187649	121188523	1	9	18	1.09E+09	48	testis														9	
Tpossible_mito	92483	106557	LDHAL6B	LDH6B|LDHAL6|LDHL|Q9BYZ2	lactate dehydrogenase A-like 6B	ENSG00000171989	381	3	SharedDomain	2		NoMitoHomolog	Homolog	50-75ambig	6.7613	0.03	1	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	chr15	59499014	59500785	12	24	812	6.38E+10	73	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.8	7.6	8.7	7.9	7.7	6.8			7.9	8.5	7.4	7	8.3	10.8	
Tnon_mito	6311	20239	ATXN2	ASL13|ATX2|SCA2|TNRC13|Q99700	ataxin 2	ENSG00000204842	1313	2	SharedDomain	19		HomologMitoLowConf	NoHomolog	0-25crude	6.7587	0.03	1	"targetP signal, mito protein domain, coexpression"	chr12	111890017	112037480	2	4	8	6.02E+07	2	"liver, largeintestine"						7.6					7.2				"Cytoplasm (APE, Supportive)"
Tmito	9650	67472	MTFR1	CHPPR|FAM54A2|Q15390	mitochondrial fission regulator 1	ENSG00000066855	348	3	MitoDomain	11		NoMitoHomolog	NoHomolog		6.7258	0.031	1	"literature, targetP signal, mito protein domain+, coexpression"	chr8	66556887	66622798																					"Mitochondria (APE, Supportive)"
Tpossible_mito	23576	69219	DDAH1	DDAH|HEL-S-16|O94760	dimethylarginine dimethylaminohydrolase 1	ENSG00000153904	285	3	MitoDomain	8		NoMitoHomolog	NoHomolog	0-25crude	6.7193	0.031	1	"targetP signal, mito protein domain+, coexpression"	chr1	85784167	86044046	2	6	8	5.10E+07	22	"placenta, testis"													5.7	7.7	"Plasma membrane;Cytoplasm (APE, Uncertain)"
Tmito	23786	94044	BCL2L13	BCL-RAMBO|Bcl2-L-13|MIL1|Q9BXK5	BCL2-like 13 (apoptosis facilitator)	ENSG00000099968	509		SharedDomain	11	0.49	NoMitoHomolog	NoHomolog	25-50pure	6.6819	0.031	1	"literature, mito protein domain, coexpression, MS/MS+"	chr22	18121349	18213621	13	17	284	4.60E+09	49	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	8.5	8.4	8.6	8	8.1	6.4	8.8	8.9	8.9		8.4	7.6	8.8	8.4	"Mitochondria (APE, Uncertain)"
Tmito	54931	52575	TRMT10C	HNYA|MRPP1|RG9MTD1|Q7L0Y3	tRNA methyltransferase 10 homolog C (S. cerevisiae)	ENSG00000174173	403	1	SharedDomain	7		NoMitoHomolog	NoHomolog	0-25ambig	6.654	0.031	1	"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression"	chr3	101280679	101285290	2	4	4	1.74E+07	8	"largeintestine, placenta"											5.6		7.2		"Mitochondria (APE, Supportive)"
Tpossible_mito	11332	70025	ACOT7	ACH1|ACT|BACH|CTE-II|LACH|LACH1|RP1-120G22.10|hBACH|O00154	acyl-CoA thioesterase 7	ENSG00000097021	380	1	SharedDomain	1	1.09	NoMitoHomolog	NoHomolog	0-25crude	6.6503	0.031	1	"targetP signal+, mito protein domain, induction"	chr1	6324331	6453826	4	6	18	2.05E+08	17	"brainstem, spinalcord, adipose, largeintestine"			7.9	7.8					7.6		7.3				"Cytoplasm (APE, Supportive)"
Tmito	51106	224481	TFB1M	CGI75|RP11-477D19.2|mtTFB|mtTFB1|Q8WVM0	"transcription factor B1, mitochondrial"	ENSG00000029639	346	5	SharedDomain	3		NoMitoHomolog	Homolog	25-50pure	6.6493	0.031	1	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+"	chr6	155577263	155635617	4	12	29	5.51E+08	41	"brainstem, largeintestine, placenta, testis"			7.5								7.4		7.9	8.6	
Tnon_mito	381	11844	ARF5	P84085	ADP-ribosylation factor 5	ENSG00000004059	180	3	SharedDomain	7		NoMitoHomolog	NoHomolog	50-75ambig	6.6427	0.031	1	"targetP signal, mito protein domain, coexpression, MS/MS"	chr7	127228405	127231759	12	15	149	5.23E+09	73	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.9	8.8	9.3	8.8		7.4		6.9	7.7	8.4	8	7.4	8.5	8.6	
Tmito	55013	66815	CCDC109B	MCUb|Q9NWR8	coiled-coil domain containing 109B	ENSG00000005059	336	2	MitoDomain	2		NoMitoHomolog	NoHomolog	0-25ambig	6.6374	0.031	1	"literature, targetP signal, mito protein domain+"	chr4	110481354	110608872	1	4	6	8.26E+07	23	placenta													7.9		"Nucleus but not nucleoli;Cytoplasm (APE, Uncertain)"
Tmito	56652	226153	C10orf2	ATXN8|IOSCA|MTDPS7|PEO|PEO1|PEOA3|SANDO|SCA8|TWINL|Q96RR1	chromosome 10 open reading frame 2	ENSG00000107815	684	2	NA	13	1.99	NoMitoHomolog	NoHomolog		6.6296	0.031	1	"literature, APEX_matrix, targetP signal, induction, coexpression"	chr10	102747292	102754158																					
Tmito	27249	109129	MMADHC	C2orf25|CL25022|cblD|Q9H3L0	"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria"	ENSG00000168288	296	2	NA	20	0.64	NoMitoHomolog	NoHomolog		6.6165	0.031	1	"APEX_matrix, targetP signal, induction, coexpression"	chr2	150426146	150444330																					
Tpossible_mito	221120	69113	ALKBH3	ABH3|DEPC-1|DEPC1|PCA1|Q96Q83	"alkB, alkylation repair homolog 3 (E. coli)"	ENSG00000166199	286	3	SharedDomain	12	1.53	NoMitoHomolog	NoHomolog		6.593	0.031	1	"targetP signal, mito protein domain, induction, coexpression"	chr11	43902356	43941825																					"Nucleus;Mitochondria (APE, Supportive)"
Tmito	29920	69051	PYCR2	P5CR2|Q96C36	"pyrroline-5-carboxylate reductase family, member 2"	ENSG00000143811	320	5	SharedDomain	2		NoMitoHomolog	NoHomolog	50-75pure	6.537	0.031	1	"APEX_matrix, mito protein domain, MS/MS++"	chr1	226107576	226112040	9	23	212	6.96E+09	72	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"	8.4	7.8	8.2	8.8					8.6		8.7	8.3	9.4	9.3	"Mitochondria (APE, Uncertain)"
Tnon_mito	6222	20084	RPS18	D6S218E|HKE3|KE-3|KE3|S18|P62269	ribosomal protein S18	ENSG00000096150	152		SharedDomain	NA		HomologMitoHighConf	Ortholog	75-100crude	6.5106	0.031	1	"yeast mito homolog, Rickettsial homolog, mito protein domain"	chr6	33239851	33244281	13	20	155	3.82E+09	76	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.1	7.7	7.6	7	8.5	9.3		7.2	7.7	8.8	7.4	7.4	8.5	8.6	
Tpossible_mito	100131187	226654	TSTD1	KAT|Q8NFU3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1	ENSG00000215845	115	4	SharedDomain	3		HomologMitoLowConf	Homolog	25-50ambig	6.4969	0.032	1	"Rickettsial homolog, mito protein domain, MS/MS"	chr1	161007421	161008774	3	7	26	1.25E+09	38	"kidney, smallintestine, largeintestine"					7.6					8.2	9				
Tnon_mito	51109	17252	RDH11	ARSDR1|CGI82|HCBP12|MDT1|PSDR1|RALR1|SCALD|SDR7C1|Q8TC12	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	ENSG00000072042	318		SharedDomain	0		OrthologMitoLowConf	Homolog	25-50crude	6.4964	0.032	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain"	chr14	68143518	68162510	1	7	8	8.65E+07	30	testis														7.9	
Tpossible_mito	27129	29818	HSPB7	cvHSP|Q9UBY9	"heat shock 27kDa protein family, member 7 (cardiovascular)"	ENSG00000173641	170	1	SharedDomain	2	1.76	NoMitoHomolog	NoHomolog		6.4257	0.033	1	"targetP signal+, mito protein domain, induction"	chr1	16340522	16345285																					
Tmito	57149	73919	LYRM1	A211C6.1|O43325	LYR motif containing 1	ENSG00000102897	122	5	MitoDomain	2		NoMitoHomolog	NoHomolog	25-50ambig	6.4202	0.033	1	"GFP, mito protein domain+, MS/MS"	chr16	20911556	20936328	2	5	12	9.47E+07	34	"brainstem, testis"			7.2											7.9	"Nucleus but not nucleoli (APE, Supportive)"
Tnon_mito	114876	64291	OSBPL1A	ORP-1|ORP1|OSBPL1B|Q9BXW6	oxysterol binding protein-like 1A	ENSG00000141447	950		SharedDomain	0	5.89	NoMitoHomolog	Homolog	0-25pure	6.4032	0.033	1	"Rickettsial homolog, mito protein domain, induction, MS/MS"	chr18	21742010	21977833	4	10	15	4.40E+08	14	"cerebrum, liver, largeintestine, placenta"	8.5					6.2					7.4		8.1		"Nucleus (APE, Supportive)"
Tnon_mito	9401	79456	RECQL4	RECQ4|O94761	RecQ protein-like 4	ENSG00000160957	1208	2	SharedDomain	10		NoMitoHomolog	Homolog		6.4021	0.034	1	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	chr8	145736666	145743210																					"Nucleus (APE, Supportive)"
Tmito	100131801	100503890	PET100	C19orf79|P0DJ07	PET100 homolog (S. cerevisiae)	ENSG00000229833	73		NA	1		OrthologMitoHighConf	NoHomolog	25-50ambig	6.3815	0.035	1	"literature, yeast mito homolog++, MS/MS"	chr19	7694670	7696510	8	7	52	2.67E+08	47	"cerebrum, spinalcord, kidney, liver, heart, smallintestine, largeintestine, placenta"	7.4			7.1	7.8	6.8	7.1			7.4	8		7.3		
Tmito	3098	15275	HK1	HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1|P19367	hexokinase 1	ENSG00000156515	921		SharedDomain	2		HomologMitoLowConf	NoHomolog	50-75pure	6.3802	0.035	1	"literature, mito protein domain, MS/MS++"	chr10	71029755	71161637	13	92	5098	3.96E+11	73	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	11.1	11.1	11	10.1	10.3		9.1	7.7	9.4	8.7	9.8	9.2	9.6	9.2	
Tmito	54332	14545	GDAP1	CMT4|CMT4A|CMTRIA|Q8TB36	ganglioside induced differentiation associated protein 1	ENSG00000104381	358		SharedDomain	1		HomologMitoLowConf	NoHomolog	50-75pure	6.3802	0.035	1	"APEX_IMS, mito protein domain, MS/MS++"	chr8	75262617	75279335	4	19	173	5.46E+09	51	"cerebrum, cerebellum, brainstem, spinalcord"	9.2	8.8	9.3	9.1											"Cytoplasm;Mitochondria (APE, Supportive)"
Tmito	219402	76366	MTIF3	IF3mt|Q9H2K0	mitochondrial translational initiation factor 3	ENSG00000122033	278	5	SharedDomain	7		NoMitoHomolog	Ortholog	0-25ambig	6.3646	0.035	1	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression"	chr13	28009775	28024739	1	4	4	1.42E+07	12	largeintestine											7.2				"Mitochondria (APE, Supportive)"
Tmito	7374	22256	UNG	DGU|HIGM4|HIGM5|UDG|UNG1|UNG15|UNG2|P13051	uracil-DNA glycosylase	ENSG00000076248	313	3	SharedDomain	2	2.12	HomologMitoHighConf	NoHomolog		6.3004	0.035	1	"literature, targetP signal, yeast mito homolog, mito protein domain, induction"	chr12	109535398	109548798																					"Cytoplasm (APE, Uncertain)"
Tmito	10249	107146	GLYAT	ACGNAT|CAT|GAT|Q6IB77	glycine-N-acyltransferase	ENSG00000149124	296		SharedDomain	10		NoMitoHomolog	NoHomolog	75-100ambig	6.2978	0.035	1	"literature, mito protein domain, coexpression, MS/MS+"	chr11	58476229	58499447	4	24	382	5.48E+10	81	"spinalcord, kidney, liver, placenta"				7	10.6	10.2							7.4		
Tpossible_mito	6470	20425	SHMT1	CSHMT|SHMT|P34896	serine hydroxymethyltransferase 1 (soluble)	ENSG00000176974	483		SharedDomain	12	2.69	NoMitoHomolog	Homolog		6.2275	0.035	1	"Rickettsial homolog, mito protein domain, induction, coexpression"	chr17	18231173	18266877																					"Nucleus;Cytoplasm (APE, Supportive)"
Tmito	79763	664994	ISOC2	Q96AB3	isochorismatase domain containing 2	ENSG00000063241	221	2	NonMitoDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	6.2195	0.035	1	"APEX_matrix, targetP signal, MS/MS++"	chr19	55964345	55973049	14	19	1315	1.24E+11	97	all 14	9.8	9.8	10.2	9.6	10.5	10.3	9.4	8.9	10	9.4	9.7	9.5	9.7	10.2	
